775,80,92
Terrain\GeneticAlgo\animalNum,Terrain\GeneticAlgo\grassNum
0,00,0,00
100,00,1,00
100,00,3,00
100,00,6,00
100,00,10,00
100,00,12,00
100,00,14,00
100,00,18,00
100,00,20,00
100,00,24,00
100,00,26,00
100,00,30,00
100,00,33,00
100,00,36,00
100,00,38,00
100,00,42,00
100,00,45,00
100,00,48,00
100,00,51,00
100,00,54,00
100,00,57,00
100,00,60,00
100,00,63,00
100,00,66,00
100,00,69,00
100,00,72,00
100,00,75,00
100,00,78,00
100,00,81,00
100,00,83,00
100,00,87,00
100,00,91,00
100,00,94,00
100,00,97,00
100,00,100,00
100,00,103,00
100,00,106,00
100,00,110,00
101,00,112,00
101,00,114,00
101,00,118,00
101,00,121,00
101,00,124,00
101,00,127,00
101,00,130,00
101,00,133,00
101,00,136,00
101,00,139,00
101,00,142,00
101,00,145,00
101,00,148,00
101,00,151,00
101,00,153,00
101,00,157,00
101,00,160,00
101,00,163,00
101,00,166,00
101,00,169,00
101,00,171,00
101,00,175,00
101,00,178,00
101,00,181,00
101,00,184,00
101,00,187,00
101,00,190,00
101,00,193,00
101,00,195,00
50,00,198,00
50,00,202,00
50,00,206,00
50,00,211,00
50,00,216,00
50,00,220,00
50,00,225,00
50,00,230,00
50,00,235,00
50,00,239,00
50,00,244,00
50,00,249,00
50,00,253,00
50,00,258,00
50,00,263,00
50,00,267,00
50,00,273,00
50,00,278,00
50,00,283,00
50,00,288,00
50,00,292,00
50,00,298,00
50,00,303,00
50,00,308,00
50,00,312,00
50,00,317,00
50,00,322,00
50,00,327,00
50,00,332,00
50,00,336,00
50,00,341,00
50,00,346,00
50,00,351,00
50,00,356,00
50,00,360,00
51,00,364,00
51,00,368,00
52,00,373,00
52,00,378,00
52,00,382,00
52,00,387,00
52,00,392,00
52,00,396,00
50,00,399,00
50,00,403,00
50,00,408,00
50,00,413,00
50,00,418,00
50,00,422,00
50,00,427,00
50,00,432,00
50,00,437,00
50,00,442,00
50,00,446,00
50,00,451,00
50,00,456,00
50,00,461,00
50,00,466,00
50,00,470,00
50,00,475,00
50,00,480,00
51,00,484,00
51,00,488,00
51,00,493,00
51,00,498,00
51,00,502,00
51,00,507,00
50,00,512,00
50,00,516,00
50,00,521,00
50,00,526,00
50,00,531,00
50,00,535,00
50,00,540,00
50,00,545,00
50,00,550,00
50,00,555,00
50,00,559,00
50,00,565,00
50,00,570,00
50,00,574,00
50,00,579,00
50,00,584,00
50,00,588,00
50,00,593,00
50,00,597,00
50,00,601,00
50,00,606,00
50,00,611,00
51,00,614,00
52,00,617,00
52,00,622,00
52,00,626,00
52,00,631,00
52,00,636,00
52,00,640,00
52,00,645,00
52,00,650,00
52,00,654,00
52,00,660,00
52,00,665,00
52,00,669,00
52,00,675,00
52,00,680,00
50,00,684,00
50,00,689,00
50,00,693,00
50,00,698,00
50,00,703,00
50,00,708,00
50,00,712,00
50,00,717,00
50,00,722,00
50,00,726,00
50,00,731,00
50,00,736,00
50,00,741,00
51,00,744,00
51,00,749,00
51,00,753,00
50,00,758,00
50,00,762,00
51,00,767,00
50,00,771,00
50,00,775,00
50,00,779,00
51,00,783,00
51,00,787,00
51,00,792,00
50,00,794,00
50,00,799,00
50,00,803,00
50,00,808,00
50,00,812,00
50,00,817,00
50,00,821,00
50,00,827,00
50,00,832,00
51,00,835,00
51,00,839,00
52,00,843,00
52,00,847,00
52,00,852,00
52,00,857,00
53,00,860,00
53,00,864,00
53,00,869,00
53,00,873,00
53,00,879,00
54,00,882,00
54,00,887,00
54,00,891,00
54,00,896,00
54,00,900,00
54,00,903,00
54,00,909,00
54,00,913,00
54,00,917,00
54,00,922,00
54,00,926,00
55,00,930,00
53,00,934,00
53,00,938,00
53,00,943,00
53,00,947,00
52,00,952,00
52,00,956,00
51,00,962,00
51,00,966,00
51,00,971,00
50,00,975,00
50,00,980,00
50,00,984,00
50,00,988,00
50,00,992,00
50,00,998,00
50,00,1003,00
50,00,1006,00
50,00,1012,00
51,00,1015,00
53,00,1017,00
53,00,1022,00
53,00,1026,00
52,00,1031,00
51,00,1034,00
51,00,1038,00
52,00,1041,00
52,00,1045,00
52,00,1051,00
52,00,1055,00
53,00,1060,00
53,00,1064,00
53,00,1069,00
51,00,1073,00
51,00,1078,00
51,00,1082,00
52,00,1086,00
52,00,1090,00
52,00,1094,00
51,00,1099,00
51,00,1103,00
51,00,1108,00
51,00,1113,00
51,00,1117,00
50,00,1122,00
50,00,1126,00
50,00,1130,00
50,00,1135,00
50,00,1140,00
50,00,1144,00
50,00,1150,00
50,00,1155,00
50,00,1160,00
50,00,1164,00
51,00,1168,00
51,00,1172,00
51,00,1177,00
50,00,1181,00
50,00,1183,00
